index,и,ы,е,э,ä,а,у,у_1,о,ъ,ь,ṷ,ў,п,п’,б,б’,ф,ф’,в,в’,м,м’,т,т’,д,д’,с,с’,з,з’,н,н’,л,л’,ц,дз,ш,ш’,ж,ж’,ч’,дж’,р,р’,j,к,к’,г,г’,х,х’,ɣ,ŋ
л,0.9,0.85,0.9,0.85,0.9,0.85,0.85,0.9,0.85,0.85,0.9,0.8,0.6,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.6666666666666667,0.75,0.6923076923076923,0.7692307692307692,0.6666666666666667,0.75,0.6428571428571428,0.7142857142857143,0.6428571428571428,0.7142857142857143,0.5833333333333333,0.6666666666666667,0.5833333333333333,0.6666666666666667,0.5833333333333333,0.6666666666666667,0.0,0.125,0.6428571428571428,0.6428571428571428,0.6666666666666667,0.75,0.6666666666666667,0.75,0.7857142857142857,0.7857142857142857,0.5,0.5833333333333333,0.7,0.7857142857142857,0.8571428571428572,0.7857142857142857,0.8571428571428572,0.75,0.8333333333333334,0.75,0.75
л’,0.85,0.9,0.85,0.9,0.85,0.9,0.9,0.85,0.9,0.9,0.85,0.7,0.7,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.75,0.6666666666666667,0.7692307692307692,0.6923076923076923,0.75,0.6666666666666667,0.7142857142857143,0.6428571428571428,0.7142857142857143,0.6428571428571428,0.6666666666666667,0.5833333333333333,0.6666666666666667,0.5833333333333333,0.6666666666666667,0.5833333333333333,0.125,0.0,0.7142857142857143,0.7142857142857143,0.75,0.6666666666666667,0.75,0.6666666666666667,0.7142857142857143,0.7142857142857143,0.5833333333333333,0.5,0.6,0.8571428571428572,0.7857142857142857,0.8571428571428572,0.7857142857142857,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334
ц,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.7692307692307692,0.6153846153846154,0.18181818181818177,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.33333333333333337,0.41666666666666663,0.5384615384615384,0.6153846153846154,0.5,0.5833333333333333,0.09090909090909094,0.18181818181818177,0.18181818181818177,0.2727272727272727,0.25,0.33333333333333337,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.6428571428571428,0.7142857142857143,0.0,0.09090909090909094,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.18181818181818177,0.2727272727272727,0.5,0.5833333333333333,0.6923076923076923,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.4545454545454546,0.41666666666666663,0.5,0.5,0.5833333333333333
дз,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.7692307692307692,0.6153846153846154,0.2727272727272727,0.36363636363636365,0.18181818181818177,0.2727272727272727,0.41666666666666663,0.5,0.46153846153846156,0.5384615384615384,0.5,0.5833333333333333,0.18181818181818177,0.2727272727272727,0.09090909090909094,0.18181818181818177,0.33333333333333337,0.41666666666666663,0.25,0.33333333333333337,0.41666666666666663,0.5,0.6428571428571428,0.7142857142857143,0.09090909090909094,0.0,0.41666666666666663,0.5,0.33333333333333337,0.41666666666666663,0.2727272727272727,0.18181818181818177,0.5,0.5833333333333333,0.6923076923076923,0.36363636363636365,0.4545454545454546,0.2727272727272727,0.36363636363636365,0.5,0.5833333333333333,0.41666666666666663,0.5833333333333333
ш,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.5454545454545454,0.5454545454545454,0.41666666666666663,0.5,0.5,0.5833333333333333,0.19999999999999996,0.30000000000000004,0.4545454545454546,0.5454545454545454,0.6923076923076923,0.7692307692307692,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.30000000000000004,0.6153846153846154,0.6923076923076923,0.6666666666666667,0.75,0.33333333333333337,0.41666666666666663,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.33333333333333337,0.41666666666666663,0.5384615384615384,0.6153846153846154,0.4545454545454546,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.6153846153846154
ш’,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.4545454545454546,0.6363636363636364,0.5,0.41666666666666663,0.5833333333333333,0.5,0.30000000000000004,0.19999999999999996,0.5454545454545454,0.4545454545454546,0.7692307692307692,0.6923076923076923,0.41666666666666663,0.33333333333333337,0.5,0.41666666666666663,0.19999999999999996,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.6923076923076923,0.6153846153846154,0.75,0.6666666666666667,0.41666666666666663,0.5,0.09999999999999998,0.0,0.19999999999999996,0.09999999999999998,0.25,0.33333333333333337,0.6153846153846154,0.5384615384615384,0.36363636363636365,0.41666666666666663,0.33333333333333337,0.5,0.41666666666666663,0.19999999999999996,0.09999999999999998,0.30000000000000004,0.6923076923076923
ж,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.5454545454545454,0.5454545454545454,0.5,0.5833333333333333,0.41666666666666663,0.5,0.30000000000000004,0.4,0.36363636363636365,0.4545454545454546,0.6923076923076923,0.7692307692307692,0.41666666666666663,0.5,0.33333333333333337,0.41666666666666663,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.19999999999999996,0.6153846153846154,0.6923076923076923,0.6666666666666667,0.75,0.41666666666666663,0.33333333333333337,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.41666666666666663,0.33333333333333337,0.5384615384615384,0.6153846153846154,0.4545454545454546,0.41666666666666663,0.5,0.33333333333333337,0.41666666666666663,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.6153846153846154
ж’,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.4545454545454546,0.6363636363636364,0.5833333333333333,0.5,0.5,0.41666666666666663,0.4,0.30000000000000004,0.4545454545454546,0.36363636363636365,0.7692307692307692,0.6923076923076923,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.30000000000000004,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.6923076923076923,0.6153846153846154,0.75,0.6666666666666667,0.5,0.41666666666666663,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.33333333333333337,0.25,0.6153846153846154,0.5384615384615384,0.36363636363636365,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.30000000000000004,0.19999999999999996,0.19999999999999996,0.6923076923076923
ч’,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,0.6153846153846154,0.7692307692307692,0.36363636363636365,0.2727272727272727,0.4545454545454546,0.36363636363636365,0.5,0.41666666666666663,0.6923076923076923,0.6153846153846154,0.6666666666666667,0.5833333333333333,0.2727272727272727,0.18181818181818177,0.36363636363636365,0.2727272727272727,0.41666666666666663,0.33333333333333337,0.5,0.41666666666666663,0.5833333333333333,0.5,0.7857142857142857,0.7142857142857143,0.18181818181818177,0.2727272727272727,0.33333333333333337,0.25,0.41666666666666663,0.33333333333333337,0.0,0.09090909090909094,0.5,0.41666666666666663,0.5384615384615384,0.2727272727272727,0.18181818181818177,0.36363636363636365,0.2727272727272727,0.41666666666666663,0.33333333333333337,0.5,0.5833333333333333
дж’,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,0.6153846153846154,0.7692307692307692,0.4545454545454546,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.5833333333333333,0.5,0.6153846153846154,0.5384615384615384,0.6666666666666667,0.5833333333333333,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818177,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.5833333333333333,0.5,0.7857142857142857,0.7142857142857143,0.2727272727272727,0.18181818181818177,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.25,0.09090909090909094,0.0,0.5,0.41666666666666663,0.5384615384615384,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818177,0.5,0.41666666666666663,0.41666666666666663,0.5833333333333333
р,0.9166666666666666,0.875,0.9166666666666666,0.875,0.9166666666666666,0.875,0.875,0.9166666666666666,0.875,0.875,0.9166666666666666,0.6363636363636364,0.6363636363636364,0.5,0.5833333333333333,0.5,0.5833333333333333,0.6923076923076923,0.7692307692307692,0.7142857142857143,0.7857142857142857,0.4,0.5,0.41666666666666663,0.5,0.41666666666666663,0.5,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.30000000000000004,0.4,0.5,0.5833333333333333,0.5,0.5,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.5,0.5,0.0,0.09999999999999998,0.5454545454545454,0.41666666666666663,0.5,0.41666666666666663,0.5,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.30000000000000004
р’,0.875,0.9166666666666666,0.875,0.9166666666666666,0.875,0.9166666666666666,0.9166666666666666,0.875,0.9166666666666666,0.9166666666666666,0.875,0.5454545454545454,0.7272727272727273,0.5833333333333333,0.5,0.5833333333333333,0.5,0.7692307692307692,0.6923076923076923,0.7857142857142857,0.7142857142857143,0.5,0.4,0.5,0.41666666666666663,0.5,0.41666666666666663,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.4,0.30000000000000004,0.5833333333333333,0.5,0.5833333333333333,0.5833333333333333,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.41666666666666663,0.41666666666666663,0.09999999999999998,0.0,0.4545454545454546,0.5,0.41666666666666663,0.5,0.41666666666666663,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.4
j,0.9090909090909091,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.11111111111111116,0.33333333333333337,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.4545454545454546,0.36363636363636365,0.5833333333333333,0.5,0.5454545454545454,0.4545454545454546,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,0.6363636363636364,0.5454545454545454,0.7,0.6,0.6923076923076923,0.6923076923076923,0.4545454545454546,0.36363636363636365,0.4545454545454546,0.36363636363636365,0.5384615384615384,0.5384615384615384,0.5454545454545454,0.4545454545454546,0.0,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.4545454545454546
к,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.6153846153846154,0.6153846153846154,0.09090909090909094,0.18181818181818177,0.18181818181818177,0.2727272727272727,0.33333333333333337,0.41666666666666663,0.5384615384615384,0.6153846153846154,0.41666666666666663,0.5,0.18181818181818177,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.41666666666666663,0.5,0.5,0.5833333333333333,0.5,0.5833333333333333,0.7857142857142857,0.8571428571428572,0.2727272727272727,0.36363636363636365,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.2727272727272727,0.36363636363636365,0.41666666666666663,0.5,0.5384615384615384,0.0,0.09090909090909094,0.09090909090909094,0.18181818181818177,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337
к’,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,0.5384615384615384,0.6923076923076923,0.18181818181818177,0.09090909090909094,0.2727272727272727,0.18181818181818177,0.41666666666666663,0.33333333333333337,0.6153846153846154,0.5384615384615384,0.5,0.41666666666666663,0.2727272727272727,0.18181818181818177,0.36363636363636365,0.2727272727272727,0.5,0.41666666666666663,0.5833333333333333,0.5,0.5833333333333333,0.5,0.8571428571428572,0.7857142857142857,0.36363636363636365,0.4545454545454546,0.41666666666666663,0.33333333333333337,0.5,0.41666666666666663,0.18181818181818177,0.2727272727272727,0.5,0.41666666666666663,0.46153846153846156,0.09090909090909094,0.0,0.18181818181818177,0.09090909090909094,0.33333333333333337,0.25,0.41666666666666663,0.41666666666666663
г,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.9615384615384616,0.9615384615384616,1.0,0.6153846153846154,0.6153846153846154,0.18181818181818177,0.2727272727272727,0.09090909090909094,0.18181818181818177,0.41666666666666663,0.5,0.46153846153846156,0.5384615384615384,0.41666666666666663,0.5,0.2727272727272727,0.36363636363636365,0.18181818181818177,0.2727272727272727,0.5,0.5833333333333333,0.41666666666666663,0.5,0.5,0.5833333333333333,0.7857142857142857,0.8571428571428572,0.36363636363636365,0.2727272727272727,0.41666666666666663,0.5,0.33333333333333337,0.41666666666666663,0.36363636363636365,0.2727272727272727,0.41666666666666663,0.5,0.5384615384615384,0.09090909090909094,0.18181818181818177,0.0,0.09090909090909094,0.33333333333333337,0.41666666666666663,0.25,0.33333333333333337
г’,0.9615384615384616,1.0,0.9615384615384616,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,1.0,1.0,0.9615384615384616,0.5384615384615384,0.6923076923076923,0.2727272727272727,0.18181818181818177,0.18181818181818177,0.09090909090909094,0.5,0.41666666666666663,0.5384615384615384,0.46153846153846156,0.5,0.41666666666666663,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818177,0.5833333333333333,0.5,0.5,0.41666666666666663,0.5833333333333333,0.5,0.8571428571428572,0.7857142857142857,0.4545454545454546,0.36363636363636365,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.2727272727272727,0.18181818181818177,0.5,0.41666666666666663,0.46153846153846156,0.18181818181818177,0.09090909090909094,0.09090909090909094,0.0,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.41666666666666663
х,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.4545454545454546,0.4545454545454546,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.5,0.09999999999999998,0.19999999999999996,0.36363636363636365,0.4545454545454546,0.6153846153846154,0.6923076923076923,0.41666666666666663,0.5,0.5,0.5833333333333333,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.4,0.6923076923076923,0.7692307692307692,0.75,0.8333333333333334,0.41666666666666663,0.5,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.30000000000000004,0.41666666666666663,0.5,0.6153846153846154,0.6923076923076923,0.36363636363636365,0.25,0.33333333333333337,0.33333333333333337,0.41666666666666663,0.0,0.09999999999999998,0.09999999999999998,0.5384615384615384
х’,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.36363636363636365,0.5454545454545454,0.41666666666666663,0.33333333333333337,0.5,0.41666666666666663,0.19999999999999996,0.09999999999999998,0.4545454545454546,0.36363636363636365,0.6923076923076923,0.6153846153846154,0.5,0.41666666666666663,0.5833333333333333,0.5,0.30000000000000004,0.19999999999999996,0.4,0.30000000000000004,0.7692307692307692,0.6923076923076923,0.8333333333333334,0.75,0.5,0.5833333333333333,0.19999999999999996,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.33333333333333337,0.41666666666666663,0.6923076923076923,0.6153846153846154,0.2727272727272727,0.33333333333333337,0.25,0.41666666666666663,0.33333333333333337,0.09999999999999998,0.0,0.19999999999999996,0.6153846153846154
ɣ,1.0,0.9583333333333334,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,0.4545454545454546,0.4545454545454546,0.41666666666666663,0.5,0.33333333333333337,0.41666666666666663,0.19999999999999996,0.30000000000000004,0.2727272727272727,0.36363636363636365,0.6153846153846154,0.6923076923076923,0.5,0.5833333333333333,0.41666666666666663,0.5,0.30000000000000004,0.4,0.19999999999999996,0.30000000000000004,0.6923076923076923,0.7692307692307692,0.75,0.8333333333333334,0.5,0.41666666666666663,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.19999999999999996,0.5,0.41666666666666663,0.6153846153846154,0.6923076923076923,0.36363636363636365,0.33333333333333337,0.41666666666666663,0.25,0.33333333333333337,0.09999999999999998,0.19999999999999996,0.0,0.5384615384615384
ŋ,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.5454545454545454,0.5454545454545454,0.41666666666666663,0.5,0.41666666666666663,0.5,0.6153846153846154,0.6923076923076923,0.7142857142857143,0.7857142857142857,0.09999999999999998,0.19999999999999996,0.5,0.5833333333333333,0.5,0.5833333333333333,0.6923076923076923,0.7692307692307692,0.6923076923076923,0.7692307692307692,0.19999999999999996,0.30000000000000004,0.75,0.8333333333333334,0.5833333333333333,0.5833333333333333,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.5833333333333333,0.5833333333333333,0.30000000000000004,0.4,0.4545454545454546,0.33333333333333337,0.41666666666666663,0.33333333333333337,0.41666666666666663,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.0
